empresa,cnpj,state,natureza_legal,quantidade_natureza_legal,total_capital,quantidade_socios
CLINICA CHIEN LTDA,03720811,SP,Sociedade Simples Limitada,2029,2.0E5,2
CLINICA MARQUES S/S LTDA,03721077,SP,Sociedade Simples Limitada,2029,2.0E5,2
QUEOPS REPRESENTACOES S/S LTDA,03721100,SP,Sociedade Simples Limitada,2029,2.0E5,2
SAINT GERMAIN INTERMEDIACAO DE NEGOCIOS LTDA,03721253,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA MEDICA PEDIATRICA MATSUO S/S LTDA,03721469,SP,Sociedade Simples Limitada,2029,2.0E5,2
CLINICA DRA. MARIANGELA L.LOUREIRO S/S LTDA,03721514,SP,Sociedade Simples Limitada,2029,2.0E5,2
LONGUINE REPRESENTACOES LTDA,03721731,SP,Sociedade Empresária Limitada,14353,2.0E5,2
ESTACIONAMENTO MAANAIM S/C LTDA,03722474,SP,Sociedade Simples Limitada,2029,2.0E5,2
FATSON CABELEIREIROS LTDA,03722495,RJ,Sociedade Simples Limitada,2029,2.0E5,2
BAR E CASA DO NORTE R.V. LTDA,03722554,SP,Sociedade Empresária Limitada,14353,2.0E5,2
AUTO CENTER JCR LTDA,03722560,SP,Sociedade Empresária Limitada,14353,2.0E5,2
BIKE GIRO PRESTACAO DE SERVICOS LTDA,03722757,MG,Sociedade Simples Limitada,2029,2.0E5,2
E.CUNHA CONSULTORIA EMPRESARIAL LTDA,03723171,SP,Sociedade Simples Limitada,2029,2.0E5,2
CENTRO DE FORMACAO DE CONDUTORES B PAULISTA LTDA,03723245,SP,Sociedade Simples Limitada,2029,2.0E5,2
CM COMERCIAL E ENTRETENIMENTO LTDA,03723733,SP,Sociedade Empresária Limitada,14353,2.0E5,2
SMD - SERVICOS MEDICOS DIAGNOSTICOS S/S LTDA,03723759,SP,Sociedade Simples Limitada,2029,2.0E5,2
CENTRO MEDICO CORPLIFE LIMITADA,03723884,SP,Sociedade Empresária Limitada,14353,2.0E5,2
SERVICOS GERAIS DIRECOES S/C LTDA,03723915,SP,Sociedade Simples Limitada,2029,2.0E5,2
MABUENO INFORMATICA LTDA,03723963,SP,Sociedade Empresária Limitada,14353,2.0E5,2
DUE - MANUTENCAO INDUSTRIAL LTDA,03723968,SP,Sociedade Simples Limitada,2029,2.0E5,2
ESCOLA DE RECREACAO INFANTIL RECANTO DAS FLORES LTDA,03723999,SP,Sociedade Empresária Limitada,14353,2.0E5,2
MAGNOLI & ASSOCIADOS DESENVOLVIMENTO DE SOFTWARES LTDA,03724003,SP,Sociedade Empresária Limitada,14353,2.0E5,2
PMPARTNERS INFORMATICA LTDA,03724053,SP,Sociedade Empresária Limitada,14353,2.0E5,2
PONTO 4 ENGENHARIA LTDA,03724130,SP,Sociedade Empresária Limitada,14353,2.0E5,2
ACF REPRESENTACOES LTDA,03724137,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CENTRO DE FORMACAO DE CONDUTORES VICENTINI & TOANI LTDA,03724265,SP,Sociedade Simples Limitada,2029,2.0E5,2
PIANTINO INDUSTRIA E COMERCIO DE MOVEIS E OBRAS DE ARTE LTDA,03724340,SP,Sociedade Empresária Limitada,14353,2.0E5,2
R B F REPRESENTACOES COMERCIAIS LTDA,03724436,SP,Sociedade Empresária Limitada,14353,2.0E5,2
JCB ELETRICA E HIDRAULICA LTDA,03724442,SP,Sociedade Empresária Limitada,14353,2.0E5,2
MPLOAD SOFTWARES E SOLUCOES LTDA,03724448,SP,Sociedade Simples Limitada,2029,2.0E5,2
ACADEMIA DE KARATE SANTO ANDRE LUTA DE CONTATO S/C LTDA.- ME,03724814,SP,Sociedade Simples Limitada,2029,2.0E5,2
ELETRICA SEMAR LTDA,03725036,MG,Sociedade Empresária Limitada,14353,2.0E5,2
STOPA & CUNHA COMERCIO INSTALACAO E MANUTENCAO DE APARELHOS DE REFRIGERACAO LTDA,03725067,RJ,Sociedade Empresária Limitada,14353,2.0E5,2
BALCANS TECNOLOGIA DE VACUO E AUTOMACAO INDUSTRIAL LTDA,03725780,SP,Sociedade Empresária Limitada,14353,2.0E5,2
HG REPRESENTACAO COMERCIAL S/C.LTDA,03725783,SP,Sociedade Simples Limitada,2029,2.0E5,2
CCP ENGENHARIA LTDA,03725891,SP,Sociedade Simples Limitada,2029,2.0E5,2
AQUA CRYSTAL VIGILANCIA CONSERVACAO E MANUTENCAO DE PISCINAS LTDA,03726055,RJ,Sociedade Simples Limitada,2029,2.0E5,2
MELO & NELI AGROPECUARIA S/C LTDA,03726136,SP,Sociedade Simples Limitada,2029,2.0E5,2
APLAN ASSESSORIA PLANEJAMENTO S/S LTDA,03726164,SP,Sociedade Simples Limitada,2029,2.0E5,2
INTEGRATED ACCOUNTANTS - SERVICOS CONTABEIS SOCIEDADE SIMPLES,03726815,RJ,Sociedade Simples Pura,219,2.0E5,2
CLINICA DE MOLESTIAS VASCULARES DR. JOSE LUIZ ORLANDO LTDA,03726914,SP,Sociedade Empresária Limitada,14353,2.0E5,2
INTERNETCORP DO BRASIL LTDA,03727083,SP,Sociedade Simples Limitada,2029,2.0E5,2
CLINICA DE UROLOGIA DR.ALVARO LUIZ BARBOSA DE MORAIS LTDA,03727107,MG,Sociedade Simples Limitada,2029,2.0E5,2
PRODADOS - PROCESSAMENTOS DE DADOS S/S LTDA,03727191,SP,Sociedade Simples Limitada,2029,2.0E5,2
RSG - PRESTADORA DE SERVICOS LTDA,03727600,SP,Sociedade Simples Limitada,2029,2.0E5,2
EAC VIDAS LTDA,03727700,SP,Sociedade Simples Limitada,2029,2.0E5,2
CLS TRANSPORTES LTDA,03727991,MG,Sociedade Empresária Limitada,14353,2.0E5,2
N & A INFORMATICA LTDA,03728304,SP,Sociedade Simples Limitada,2029,2.0E5,2
EXITO - ASSESSORIA COMERCIAL LTDA,03728385,MG,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA MEDICA DRA. PAULA ERLACH MARCOVICI S/S,03728983,SP,Sociedade Simples Pura,219,2.0E5,2
ART FINAL DESIGN GRAFICO S/C LTDA,03729049,SP,Sociedade Simples Limitada,2029,2.0E5,2
LUVAL PECAS E SERVICOS LTDA,03729392,SP,Sociedade Empresária Limitada,14353,2.0E5,2
MOBILEFAST TECNOLOGIA LTDA,03729393,SP,Sociedade Empresária Limitada,14353,2.0E5,2
WGC COMUNICACAO LTDA,03729538,MG,Sociedade Simples Limitada,2029,2.0E5,2
ESCOLA PRE - ESCOLAR EDUCACAO E RECREACAO INFANTIL 101 DALMATAS S/S LTDA,03729666,SP,Sociedade Simples Limitada,2029,2.0E5,2
GUAL & HAMMEN S/S.,03729671,SP,Sociedade Simples Pura,219,2.0E5,2
PROTHINK INTELIGENCIA EMPRESARIAL LTDA,03729823,SP,Sociedade Simples Limitada,2029,2.0E5,2
SUPORTE CONSULTORIA LTDA,03729900,SP,Sociedade Simples Limitada,2029,2.0E5,2
CLINICA GENTIL - SAUDE DA MULHER S/S LTDA,03729999,SP,Sociedade Simples Limitada,2029,2.0E5,2
ACFRAN ASSESSORIA EM COBRANCAS DE FRANCA S/C LTDA,03730243,SP,Sociedade Simples Limitada,2029,2.0E5,2
CAFE DA CASA LANCHONETE LTDA,03730333,PR,Sociedade Empresária Limitada,14353,2.0E5,2
BETEL SERVICOS INTERATIVOS LTDA,03730381,SP,Sociedade Empresária Limitada,14353,2.0E5,2
VOLPE & ASSALI CONSULTORES LTDA,03730420,SP,Sociedade Simples Limitada,2029,2.0E5,2
GEAR - ADMINISTRADORA E CORRETORA DE SEGUROS S/C LTDA,03730461,PR,Sociedade Simples Limitada,2029,2.0E5,2
RS TECNOLOGIA EM INFORMATICA LTDA,03730473,SP,Sociedade Empresária Limitada,14353,2.0E5,2
ELETEL - ELETRICA TELEFONIA E SISTEMAS DE SEGURANCA LTDA,03730782,SP,Sociedade Empresária Limitada,14353,2.0E5,2
WI2 TI COMERCIO E SERVICOS LTDA,03731192,SP,Sociedade Empresária Limitada,14353,2.0E5,2
EDUMED REPRESENTACOES COMERCIAIS LTDA,03731944,SP,Sociedade Simples Limitada,2029,2.0E5,2
LENNOX SYSTEMS LTDA,03732020,SP,Sociedade Simples Limitada,2029,2.0E5,2
DINAMICA COMERCIO E REMANUFATURA DE BOMBAS ELETRICAS LTDA,03732137,SP,Sociedade Empresária Limitada,14353,2.0E5,2
YPS PORTARIA E SERVICOS LTDA,03732390,SP,Sociedade Empresária Limitada,14353,2.0E5,2
ENO TECNOLOGIA E INFORMATICA LTDA,03732498,SP,Sociedade Empresária Limitada,14353,2.0E5,2
RAIBAL INTERMEDIACAO DE NEGOCIOS LTDA,03732883,SP,Sociedade Empresária Limitada,14353,2.0E5,2
DCAMPOS TEXTOS E AFINS LTDA,03732928,MG,Sociedade Simples Limitada,2029,2.0E5,2
CLINICA MONTORO LTDA,03733533,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CARDIOCLINICA ASSISTENCIA MEDICA INTEGRADA MONTE APRAZIVEL LTDA,03733597,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA ENDOCRINOLOGICA CIRO LOBATO,03734023,SP,Sociedade Simples Pura,219,2.0E5,2
CLINICA JB LTDA,03734046,SP,Sociedade Simples Limitada,2029,2.0E5,2
LITORAL PARA-RAIOS LTDA,03734087,SP,Sociedade Simples Limitada,2029,2.0E5,2
MOLESIN CALDEIRARIA LTDA,03734333,SP,Sociedade Empresária Limitada,14353,2.0E5,2
AZECAN TECNOLOGIA EM INFORMATICA LTDA,03734394,SP,Sociedade Empresária Limitada,14353,2.0E5,2
PROJETOS R & R LTDA,03734425,MG,Sociedade Simples Limitada,2029,2.0E5,2
JOSE ERICO ROCHA LIMA CONSULTORIA LTDA,03734462,MG,Sociedade Simples Limitada,2029,2.0E5,2
LNB CONSULTORIA LIMITADA,03734508,MG,Sociedade Simples Limitada,2029,2.0E5,2
GRANTOUR VIAGENS E TURISMO LTDA,03734523,SP,Sociedade Empresária Limitada,14353,2.0E5,2
REMA PEDIATRIA LTDA,03734575,MG,Sociedade Simples Limitada,2029,2.0E5,2
ERMEX ESTACIONAMENTO LTDA,03734849,SP,Sociedade Simples Limitada,2029,2.0E5,2
SINTESE CONSULTORES LTDA,03734869,SP,Sociedade Empresária Limitada,14353,2.0E5,2
W.CHAGAS ASSESSORIA CONTABIL S/S LTDA,03734996,SP,Sociedade Simples Limitada,2029,2.0E5,2
SOUL PUBLISH SERVICOS ADMINISTRATIVO LTDA,03735061,SP,Sociedade Empresária Limitada,14353,2.0E5,2
FONSECA DE MELLO CLINICA MEDICA S/S,03735146,SP,Sociedade Simples Pura,219,2.0E5,2
FABRITEC TECNOLOGIA DE FABRICACAO LTDA,03735237,SP,Sociedade Simples Limitada,2029,2.0E5,2
W MARTINS ASSESSORIA COMERCIAL LTDA,03735265,SP,Sociedade Empresária Limitada,14353,2.0E5,2
TRUPE EDITORIAL LTDA,03735509,SP,Sociedade Simples Limitada,2029,2.0E5,2
FERNANDO CLASEN DE ABREU & CIA LTDA,03735533,SP,Sociedade Simples Limitada,2029,2.0E5,2
TORALEX I MPORTACAO - EXPORTACAO COMERCIO E SERVICOS DE CONSULTORIA E ASSESSORIA EM MAQUINAS LTDA,03735587,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CARLITO DISTRIBUICAO DE TABLOIDES LTDA,03735588,SP,Sociedade Empresária Limitada,14353,2.0E5,2
DH MEDICINA LTDA,03735647,SP,Sociedade Empresária Limitada,14353,2.0E5,2
SOCCER MATCH ASSESSORIA ESPORTIVA EVENTOS E MARKETING LTDA,03735831,SP,Sociedade Simples Limitada,2029,2.0E5,2
R.T. RONDON & BERNARDO REPRESENTACOES COMERCIAIS LTDA,03735847,SP,Sociedade Empresária Limitada,14353,2.0E5,2
M&JR ARQUITETURA E ENGENHARIA LTDA,03735965,SP,Sociedade Empresária Limitada,14353,2.0E5,2
MELLO & LIMA LTDA,03735994,SP,Sociedade Empresária Limitada,14353,2.0E5,2
FRAGOSO ROCHA ESTACIONAMENTO LTDA,03736954,SP,Sociedade Empresária Limitada,14353,2.0E5,2
LACAVA PREV CORR. DE SEGS. DE VIDA E PREVIDENCIA PRIVADA LTDA.,03737069,RN,Sociedade Empresária Limitada,14353,2.0E5,2
ASSISTENCIA MEDICA CREPALDI S/C LTDA,03737391,MG,Sociedade Simples Limitada,2029,2.0E5,2
BELLELI & ASSOCIADOS SERVICOS MEDICOS S/S,03737428,SP,Sociedade Simples Pura,219,2.0E5,2
ESCOLA INFANTIL NGN LTDA,03737520,MG,Sociedade Simples Limitada,2029,2.0E5,2
CARLAO REPRESENTACOES S/C LTDA,03737672,SP,Sociedade Simples Limitada,2029,2.0E5,2
RILKRON CONSULTORIA E DESENVOLVIMENTO DE SOFTWARE LTDA,03737754,SP,Sociedade Simples Limitada,2029,2.0E5,2
CONSULTORIO D'AUREA S/S,03737902,SP,Sociedade Simples Pura,219,2.0E5,2
BISPRAN CONSULTORIA LTDA,03737961,SP,Sociedade Simples Limitada,2029,2.0E5,2
AUDIO CLINICA SS,03738029,SP,Sociedade Simples Pura,219,2.0E5,2
DE MARCHI SERVICOS ADMINISTRATIVOS LTDA.,03738071,SP,Sociedade Simples Limitada,2029,2.0E5,2
POIESIS COMERCIAL LTDA,03738169,MG,Sociedade Empresária Limitada,14353,2.0E5,2
MULTILINE SERVICOS DE CONSTRUCAO LTDA,03738434,SP,Sociedade Empresária Limitada,14353,2.0E5,2
VASQUES & MILANI PRESTACAO DE SERVICOS S/S LTDA,03738909,SP,Sociedade Simples Limitada,2029,2.0E5,2
RUMO CERTO CORRETORA DE SEGUROS S/S LTDA,03738946,SP,Sociedade Simples Limitada,2029,2.0E5,2
STUDIO HEAVEN S/C LTDA,03739146,SP,Sociedade Simples Limitada,2029,2.0E5,2
AUSTIN MED ASSISTENCIA MEDICA LTDA,03740335,SP,Sociedade Simples Limitada,2029,2.0E5,2
LUANT REPRESENTACAO COMERCIAL LTDA,03740434,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA MEDICA MARIA LENI NOGUEIRA SIQUEIRA LTDA,03740519,RJ,Sociedade Simples Limitada,2029,2.0E5,2
AVELLAR MIDIA & MARKETING LTDA,03740679,MG,Sociedade Simples Limitada,2029,2.0E5,2
CENTRO DE ESTUDOS SKALIF ASDACHE LTDA,03740798,SP,Sociedade Empresária Limitada,14353,2.0E5,2
DATAWEB INFORMATICA LTDA,03740870,SP,Sociedade Empresária Limitada,14353,2.0E5,2
TRINACRIA PIZZARIA LTDA,03740884,SP,Sociedade Empresária Limitada,14353,2.0E5,2
JOTA AR CONDICIONADO PROJETOS E CONSULTORIA LTDA,03740898,CE,Sociedade Empresária Limitada,14353,2.0E5,2
URODERMATO CLINICA MEDICA S/S,03740923,SP,Sociedade Simples Pura,219,2.0E5,2
O.B.F. SERVICOS DE INFORMATICA LTDA,03741171,SP,Sociedade Empresária Limitada,14353,2.0E5,2
NATURARE SERVICOS EM PSICOTERAPIA LTDA,03741390,SP,Sociedade Empresária Limitada,14353,2.0E5,2
TRANSPORTES 1393 LTDA,03741531,SP,Sociedade Empresária Limitada,14353,2.0E5,2
PALAZZI SERVICOS MEDICOS S/S LTDA,03742029,SP,Sociedade Simples Limitada,2029,2.0E5,2
BAR DO GATAO LTDA,03742136,MG,Sociedade Empresária Limitada,14353,2.0E5,2
LAZUNGA ASSESSORIA EM COBRANCA E SERVICOS LTDA,03742176,SP,Sociedade Simples Limitada,2029,2.0E5,2
TORNO-CAR SERVICOS DE TORNO LTDA,03742282,SP,Sociedade Empresária Limitada,14353,2.0E5,2
BETZOLD ADVOGADOS ASSOCIADOS,03743313,RJ,Sociedade Simples Pura,219,2.0E5,2
MARVIC CONSULTORIA EM INFORMATICA S/C LTDA,03743441,SP,Sociedade Simples Limitada,2029,2.0E5,2
SELLES SERVICOS E SOLUCOES EM INFORMATICA LTDA,03743496,SP,Sociedade Empresária Limitada,14353,2.0E5,2
OLIVIERI E MARQUES INFORMATICA S/S LTDA,03743699,SP,Sociedade Simples Limitada,2029,2.0E5,2
CENTERFISIO DE ARAGUARI LTDA,03744124,MG,Sociedade Empresária Limitada,14353,2.0E5,2
MONIQUE LINGERIE LTDA,03744444,SP,Sociedade Empresária Limitada,14353,2.0E5,2
BIANE SERVICOS FONOAUDIOLOGICOS S/C LTDA,03744599,RJ,Sociedade Empresária Limitada,14353,2.0E5,2
BITS TRADE SUPRIMENTOS E SERVICOS LTDA,03744632,SP,Sociedade Empresária Limitada,14353,2.0E5,2
RB NET CORRETORA DE SEGUROS LTDA,03744699,SP,Sociedade Simples Limitada,2029,2.0E5,2
R SALES CONSULTORIA E MARKETING LTDA,03744923,MG,Sociedade Simples Limitada,2029,2.0E5,2
PCA - PROPAGANDA E MARKETING S/S LTDA,03744980,SP,Sociedade Simples Limitada,2029,2.0E5,2
ARTE E HISTORIA LTDA,03745062,RS,Sociedade Empresária Limitada,14353,2.0E5,2
LUCTI INFORMATICA LTDA,03745109,SP,Sociedade Empresária Limitada,14353,2.0E5,2
V.B.S. - PROJETOS INDUSTRIAIS LTDA,03745212,MG,Sociedade Simples Limitada,2029,2.0E5,2
SUCESSO - PROJETOS PROGRAMAS E EVENTOS LTDA,03745310,SP,Sociedade Simples Limitada,2029,2.0E5,2
EBROS COMUNICACAO LTDA,03745513,MG,Sociedade Simples Limitada,2029,2.0E5,2
EMPREITEIRA JMZ S/S LTDA,03745740,SP,Sociedade Simples Limitada,2029,2.0E5,2
JUNIOR REPRESENTACOES OTICAS LTDA,03745779,MG,Sociedade Empresária Limitada,14353,2.0E5,2
MARCIO REIS REPRESENTACOES LTDA,03745877,MG,Sociedade Empresária Limitada,14353,2.0E5,2
RIKA SERVICOS SC LTDA,03746015,SP,Sociedade Simples Limitada,2029,2.0E5,2
LINAPA REPRESENTACOES COMERCIAIS LTDA,03746204,SP,Sociedade Empresária Limitada,14353,2.0E5,2
COM-TATO IMEDIATO SERVICOS DE ENTREGAS LTDA,03746210,SP,Sociedade Simples Limitada,2029,2.0E5,2
ALQUIMIA INFOWEB LTDA,03746350,SP,Sociedade Empresária Limitada,14353,2.0E5,2
G.R. CONSULTORIA E SERVICOS MEDICOS S/S LTDA,03746498,SP,Sociedade Simples Limitada,2029,2.0E5,2
MUF CONSERVACAO DE MAQUINAS LTDA,03746606,SP,Sociedade Empresária Limitada,14353,2.0E5,2
ARAUJO & ASSOCIADOS LTDA,03747150,SP,Sociedade Empresária Limitada,14353,2.0E5,2
MARGONATO ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA.,03747156,SP,Sociedade Empresária Limitada,14353,2.0E5,2
C.S. - REPRESENTACOES LTDA,03747297,RS,Sociedade Empresária Limitada,14353,2.0E5,2
VISAO CLINICA DE OLHOS LTDA,03747605,SP,Sociedade Empresária Limitada,14353,2.0E5,2
VILARSOUZA CONSULTORES ASSOCIADOS LTDA,03747762,SP,Sociedade Empresária Limitada,14353,2.0E5,2
SILVIO SCHUNCK SOLUTIONS LTDA,03748226,SP,Sociedade Empresária Limitada,14353,2.0E5,2
M & M SERVICOS MEDICOS LTDA,03748612,RJ,Sociedade Simples Limitada,2029,2.0E5,2
JKF CONSULTORIA E PROJETOS LTDA,03748767,SP,Sociedade Simples Limitada,2029,2.0E5,2
JR OLIVEIRA SERVICOS LTDA,03748821,SP,Sociedade Simples Limitada,2029,2.0E5,2
CHRIAL INFORMATICA E TELECOMUNICACOES LTDA,03748979,SP,Sociedade Empresária Limitada,14353,2.0E5,2
PAPERFIX REPRESENTACAO COMERCIAL LTDA,03749072,SP,Sociedade Empresária Limitada,14353,2.0E5,2
COSMOS PUBLICIDADE E EVENTOS LTDA,03749295,SC,Sociedade Empresária Limitada,14353,2.0E5,2
LOPES & FRANCA LTDA,03749849,MG,Sociedade Simples Limitada,2029,2.0E5,2
LPV AUTOMACAO LTDA,03750339,SP,Sociedade Empresária Limitada,14353,2.0E5,2
NACHIF E SILVA PRODUCOES GRAFICAS LTDA,03750661,SP,Sociedade Empresária Limitada,14353,2.0E5,2
SIMETRIA REFORMAS E CONSTRUCOES LTDA,03750986,SP,Sociedade Empresária Limitada,14353,2.0E5,2
MOVIMENTO - IMAGENS E FILMES LTDA,03751196,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CAMPOFERTIL ASSESSORIA E CONSULTORIA AGRONOMICA LTDA,03751308,SP,Sociedade Empresária Limitada,14353,2.0E5,2
OPORTUNE SERVICOS ADMINISTRATIVOS LTDA,03751614,SP,Sociedade Empresária Limitada,14353,2.0E5,2
YMS INFORMATICA LTDA,03751672,SP,Sociedade Empresária Limitada,14353,2.0E5,2
RIBA-SALES ENTREGADORA S/C LTDA,03751675,SP,Sociedade Simples Limitada,2029,2.0E5,2
CONSTRUTORA LIMA & BRAGA LTDA,03752132,MG,Sociedade Empresária Limitada,14353,2.0E5,2
PMB REFERENCIA EM SERVICOS LTDA,03752167,SP,Sociedade Simples Limitada,2029,2.0E5,2
MARTIN & ANDREU INFORMATICA LTDA,03752301,SP,Sociedade Simples Limitada,2029,2.0E5,2
REPRESENTACOES EDERASI LTDA,03752515,MG,Sociedade Empresária Limitada,14353,2.0E5,2
CHURRASCARIA E LANCHONETE BUFFALO NEGRO LTDA,03753194,SP,Sociedade Empresária Limitada,14353,2.0E5,2
H2 CONSULTORIA & SISTEMAS LTDA,03753660,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA GINECOLOGICA QUINTEIRO LTDA,03753987,SP,Sociedade Simples Limitada,2029,2.0E5,2
ANA PAULA PARENTE SINELLI - SERVICOS MEDICOS LTDA,03754218,SP,Sociedade Simples Limitada,2029,2.0E5,2
OLIVEIRA - PROMOCOES E PUBLICIDADE S/C LTDA,03754564,SP,Sociedade Empresária Limitada,14353,2.0E5,2
VALENTIM PROMOCAO DE VENDAS LTDA.,03754634,SP,Sociedade Empresária Limitada,14353,2.0E5,2
COMPETENCE ESCRITORIO VIRTUAL LTDA,03755032,SP,Sociedade Simples Limitada,2029,2.0E5,2
SABADIN E LOPES ESCOLA INFANTIL LTDA,03755079,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLEARWATER LANGUAGE CENTER IDIOMAS LTDA.,03755571,SP,Sociedade Empresária Limitada,14353,2.0E5,2
FERREIRA VAZ DE MELO REPRESENTACOES LTDA,03755775,MG,Sociedade Empresária Limitada,14353,2.0E5,2
SANTOPARK ESTACIONAMENTO E VALET S/S LTDA,03756259,SP,Sociedade Simples Limitada,2029,2.0E5,2
SIPAHI E SIPAHI ASSESSORIA A SAUDE S/S,03756430,SP,Sociedade Simples Pura,219,2.0E5,2
MUTCHINIK SERVICOS LTDA,03756432,SP,Sociedade Empresária Limitada,14353,2.0E5,2
RIGUER CONSULTORIA S/S LTDA,03756627,SP,Sociedade Simples Limitada,2029,2.0E5,2
SILVIO JOSE PEREIRA MACHADO & CIA S/C LTDA,03756859,SP,Sociedade Simples Limitada,2029,2.0E5,2
LUCCA COMUNICACAO LTDA,03757086,SP,Sociedade Empresária Limitada,14353,2.0E5,2
SLINFO SERVICOS LTDA,03757091,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA ODONTOLOGICA DRA. JACQUELINE DA CRUZ S/S LTDA,03757211,SP,Sociedade Simples Limitada,2029,2.0E5,2
FC ASSESSORIA E CONSULTORIA LTDA,03757332,SP,Sociedade Simples Limitada,2029,2.0E5,2
G.F.G. SERVICOS DE DIGITACAO LTDA,03757437,SP,Sociedade Simples Limitada,2029,2.0E5,2
POINTER SOFTWARE CONSULTORIA EM INFORMATICA LTDA,03757446,SP,Sociedade Empresária Limitada,14353,2.0E5,2
AB10 BIZ IT SOLUTION LTDA,03757458,SP,Sociedade Empresária Limitada,14353,2.0E5,2
PRO-IMAGEM RADIOLOGIA S/S,03757743,MG,Sociedade Simples Pura,219,2.0E5,2
WANTEL TELECOMUNICACAO S/C LTDA,03757818,SP,Sociedade Simples Limitada,2029,2.0E5,2
LONGO & LONGO BATERIAS E AUTO ELETRICA LTDA,03757959,SP,Sociedade Empresária Limitada,14353,2.0E5,2
JAGUARE TORELLY TEIXEIRA ADVOGADOS,03758074,RS,Sociedade Simples Pura,219,2.0E5,2
TIERNO SOUZA CONSULTORIA ADMINISTRATIVA E IMOBILIARIA LTDA,03758301,BA,Sociedade Empresária Limitada,14353,2.0E5,2
REPRESENTACOES FREIRESANTA LTDA,03758327,MG,Sociedade Empresária Limitada,14353,2.0E5,2
SOLVERE COMERCIALIZACAO DE AGUA POTAVEL E PESQUISA LTDA,03758896,SP,Sociedade Empresária Limitada,14353,2.0E5,2
OFICINAQUATRO MODEL MANAGEMENT LTDA,03759286,SP,Sociedade Simples Limitada,2029,2.0E5,2
GEOSTATICA - TECNOLOGIAS EM MEIO AMBIENTE LTDA,03759355,MG,Sociedade Simples Limitada,2029,2.0E5,2
BEATRIZ SILVEIRA FRANCO OTORRINOLARINGOLOGIA S/C LTDA,03759393,MG,Sociedade Simples Limitada,2029,2.0E5,2
NANQUIM SERVICOS DE DIGITACAO LIMITADA,03759491,SP,Sociedade Simples Limitada,2029,2.0E5,2
CONSULTORIO DERMATOLOGICO DR CLERIO AZEVEDO SOCIEDADE SIMPLES,03759583,RJ,Sociedade Simples Pura,219,2.0E5,2
BIOCAST - COMERCIO DE ALIMENTOS LTDA,03759729,PR,Sociedade Empresária Limitada,14353,2.0E5,2
MBL ASSESSORIA TECNICA E TRANSPORTES LTDA,03759888,SP,Sociedade Simples Limitada,2029,2.0E5,2
CERFA CONSULTORIA E ASSESSORIA EM INFORMATICA LTDA,03759896,MG,Sociedade Simples Limitada,2029,2.0E5,2
REZENDE & TINANO CONSULTORIA EM EDUCACAO LTDA,03759899,MG,Sociedade Simples Limitada,2029,2.0E5,2
J.R. REPRESENTACOES S/C LTDA,03760033,SP,Sociedade Simples Limitada,2029,2.0E5,2
VALDEMAR BACH & CIA LTDA,03760048,MS,Sociedade Empresária Limitada,14353,2.0E5,2
MAG CONSULTING CONSULTORIA EMPRESARIAL LTDA,03760149,SC,Sociedade Empresária Limitada,14353,2.0E5,2
S.T.P. CORRETORA E ADMINISTRADORA DE SEGUROS LTDA,03760313,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CIQUINI & SUGARONI - SERVICOS MEDICOS LTDA,03760354,SP,Sociedade Simples Limitada,2029,2.0E5,2
ELEMENTU ADMINISTRACAO E CORRETAGEM DE SEGUROS LTDA,03760414,SP,Sociedade Simples Limitada,2029,2.0E5,2
GOES CIRURGIA PLASTICA E DERMATOLOGIA SS,03760526,SP,Sociedade Simples Pura,219,2.0E5,2
PLASTICOS SUTTER LTDA,03760590,SP,Sociedade Empresária Limitada,14353,2.0E5,2
VITORIA PRESTACOES DE SERVICOS S/C LTDA,03760764,SP,Sociedade Simples Limitada,2029,2.0E5,2
M&M INFORMATICA LTDA,03760928,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA DE OLHOS MOASSAB S/C LTDA,03761774,SP,Sociedade Simples Limitada,2029,2.0E5,2
CALL BUSINESS ASSESSORIA E CONSULTORIA EM FUND RAISING LTDA,03762178,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA CRIANCA LTDA,03762254,SP,Sociedade Simples Limitada,2029,2.0E5,2
FIDELIZA CORRETORA DE SEGUROS LTDA,03762273,MG,Sociedade Simples Limitada,2029,2.0E5,2
FRANCISCO ANTUNES PRODUTOS NATURAIS LTDA,03762834,SP,Sociedade Empresária Limitada,14353,2.0E5,2
CLINICA DE OUVIDOS NARIZ E GARGANTA DRA. ROSALY GALFI LTDA,03763250,SP,Sociedade Simples Limitada,2029,2.0E5,2
DATA FIDELIS INFORMATICA LTDA.,03763288,SP,Sociedade Simples Limitada,2029,2.0E5,2
